epsilon,index,key,s,t,x,y,z
2.45153013442623,13.0,22,,6,440.5,224.5,7.5
1.0295630140986802,14.0,23,,6,446.5,382.5,14.0
1.208304597359478,15.0,24,,6,455.0,263.0,2.5
2.5806975801128065,16.0,25,,6,461.0,161.0,7.0
0.6403124237432707,17.0,27,,6,478.5,365.0,7.0
0.781024967590683,18.0,30,,6,504.0,321.0,3.5
1.3453624047073558,19.0,29,,6,504.5,250.5,3.0
4.099999999999995,20.0,28,,6,508.0,161.0,12.5
2.0024984394500795,21.0,50,,6,534.5,332.5,16.0
1.208304597359478,22.0,35,,6,600.5,364.0,10.0
,23.0,62,,6,1030.5,179.0,26.5
6.592419889539803,0.0,59,,7,146.0,238.0,18.5
,1.0,63,,7,201.5,262.5,16.5
4.428317965096912,2.0,6,,7,236.0,438.5,14.5
7.858753081755422,3.0,60,,7,272.5,430.0,13.0
3.736308338453903,4.0,9,,7,287.5,161.0,20.5
6.399999999999977,5.0,11,,7,291.5,418.0,13.0
,6.0,64,,7,303.0,269.5,27.0
0.6403124237432707,7.0,53,,7,332.0,185.0,14.5
12.050311199301044,8.0,54,,7,340.5,420.5,12.5
,9.0,65,,7,349.5,376.5,17.5
1.486606874731829,10.0,16,,7,352.0,240.5,8.5
1.0295630140986802,11.0,49,,7,378.5,400.5,14.0
4.833218389437808,12.0,20,,7,390.5,171.0,17.5
,13.0,66,,7,408.0,247.5,27.5
4.308131845707612,14.0,21,,7,414.0,412.5,26.0
8.956003573022981,15.0,43,,7,425.0,266.5,2.5
8.161494961096304,16.0,61,,7,427.0,167.0,6.0
2.0024984394500795,17.0,22,,7,441.0,221.0,8.0
1.5033296378372925,18.0,23,,7,447.0,379.5,15.0
3.848376280978781,19.0,24,,7,457.0,258.0,3.5
0.6403124237432707,20.0,27,,7,478.5,364.0,7.5
2.6476404589747675,21.0,30,,7,507.0,320.0,4.5
1.88679622641134,22.0,28,,7,510.0,160.5,12.5
,23.0,67,,7,555.5,304.5,3.5
,24.0,68,,7,597.5,217.5,5.0
2.2825424421026765,25.0,35,,7,602.0,364.5,10.5
,26.0,69,,7,997.0,180.5,26.5
5.467073155618921,0.0,59,,8,140.0,230.5,16.0
0.3726779962499819,1.0,63,,8,199.5,258.5,17.5
0.37267799624994374,2.0,6,,8,234.5,434.0,14.0
9.27661336671714,3.0,60,,8,262.0,423.0,14.0
1.067187372905472,4.0,11,,8,290.5,413.0,12.0
2.608745973749772,5.0,53,,8,331.5,178.5,13.0
14.360439485691986,6.0,54,,8,333.5,403.0,15.5
0.23570226039552256,7.0,16,,8,350.5,236.5,9.0
2.0138409955990704,8.0,49,,8,375.0,395.5,14.0
4.844813951249523,9.0,20,,8,384.5,169.0,17.5
2.4267032964268185,10.0,66,,8,404.0,244.0,28.5
2.0344259359556434,11.0,21,,8,414.0,409.5,25.0
12.304019216861166,12.0,61,,8,419.5,152.0,8.0
0.37267799624995646,13.0,43,,8,423.5,262.0,3.0
0.7453559924999384,14.0,23,,8,445.0,376.0,15.0
3.659083066683379,15.0,24,,8,458.5,252.0,3.5
0.23570226039554265,16.0,27,,8,477.0,360.0,7.0
0.37267799624995646,17.0,30,,8,505.0,316.0,3.5
,18.0,70,,8,509.0,246.0,3.0
2.1921577396610044,19.0,28,,8,510.5,156.0,11.5
1.8633899812498587,20.0,67,,8,552.0,300.0,3.0
0.6871842709362446,21.0,35,,8,601.0,360.5,9.0
1.1696390706348412,0.0,59,,9,138.5,227.0,17.5
3.3468476046705278,1.0,63,,9,196.0,254.0,16.0
8.662258494308622,2.0,6,,9,228.0,424.5,15.0
,3.0,71,,9,231.5,379.0,17.5
1.789242546131965,4.0,60,,9,262.5,418.0,13.5
4.755844357793448,5.0,11,,9,285.5,410.5,11.5
,6.0,72,,9,299.0,269.0,27.5
2.1098314835287,7.0,53,,9,331.5,173.0,13.0
2.9356524923014393,8.0,54,,9,333.5,402.5,13.5
1.2388390622765224,9.0,16,,9,351.0,234.0,9.0
1.5920810978785678,10.0,49,,9,373.5,391.0,15.0
,11.0,73,,9,379.5,137.0,14.0
,12.0,74,,9,387.0,326.0,12.5
4.738289658609812,13.0,20,,9,388.5,167.5,16.5
2.760082526946515,14.0,66,,9,405.0,243.0,27.0
5.403830945624505,15.0,21,,9,408.5,404.5,26.5
11.110868052897093,16.0,61,,9,414.5,138.5,13.5
1.0172129679777822,17.0,43,,9,424.0,258.0,3.0
12.444599453399695,18.0,23,,9,445.5,385.0,15.0
5.247353830477072,19.0,24,,9,453.0,249.5,3.0
1.3359349618234297,20.0,27,,9,478.0,356.5,7.0
8.786432090950754,21.0,28,,9,503.0,147.5,8.0
2.3702437755546333,22.0,30,,9,507.0,313.0,4.0
0.9316949906248911,23.0,70,,9,509.5,243.0,3.0
2.5069348260819293,24.0,67,,9,554.0,297.5,3.5
,25.0,75,,9,554.5,380.0,16.5
0.4487637339278789,26.0,35,,9,600.5,357.5,10.0
2.319482700948653,0.0,63,,10,199.0,252.0,16.5
8.305419917138458,1.0,71,,10,228.5,377.0,16.5
6.413267497929594,2.0,6,,10,234.5,428.5,15.0
2.9120439557122215,3.0,60,,10,265.0,416.5,13.0
0.4242640687119446,4.0,11,,10,290.5,408.5,13.0
1.8110770276274935,5.0,54,,10,337.0,400.0,12.5
3.0463092423455693,6.0,53,,10,338.0,173.5,16.0
0.7615773105863848,7.0,16,,10,356.0,231.0,8.0
6.060528029800706,8.0,49,,10,382.5,393.5,15.5
4.720169488482394,9.0,74,,10,388.5,326.5,14.5
9.2130342450248,10.0,20,,10,402.0,161.0,16.5
0.7280109889280377,11.0,43,,10,429.5,255.0,3.5
2.4351591323771986,12.0,23,,10,448.5,383.5,15.5
2.2090722034374397,13.0,24,,10,458.5,245.0,3.0
1.3152946437966,14.0,27,,10,483.5,355.5,7.5
5.2038447325030655,15.0,30,,10,512.5,305.5,4.0
1.8248287590894696,16.0,70,,10,514.5,242.5,3.0
0.28284271247464315,17.0,67,,10,559.5,295.0,3.5
2.5553864678361724,18.0,35,,10,608.0,356.5,9.0
4.25,0.0,63,,11,200.5,253.0,16.0
2.7950849718747373,1.0,71,,11,231.0,376.5,17.0
3.132491021535417,2.0,11,,11,293.0,406.0,13.5
,3.0,75,,11,302.0,269.5,27.5
2.1360009363293826,4.0,53,,11,344.0,174.5,14.5
0.75,5.0,16,,11,362.0,230.0,8.5
4.562071897723665,6.0,20,,11,408.0,164.5,15.5
2.358495283014151,7.0,43,,11,436.0,252.0,3.0
,8.0,76,,11,451.5,361.5,8.0
9.762812094883317,9.0,24,,11,473.5,243.5,2.5
4.25,10.0,27,,11,484.5,354.5,7.5
10.443299287102711,11.0,70,,11,509.5,239.5,3.5
2.0155644370746373,12.0,30,,11,517.5,302.5,4.0
,13.0,77,,11,534.0,179.0,13.0
2.25,14.0,67,,11,567.0,294.0,3.0
0.75,15.0,35,,11,612.5,355.5,10.5
2.8993533761858004,0.0,63,,12,195.5,249.5,16.5
,1.0,78,,12,271.5,411.5,13.5
4.902167887781895,2.0,11,,12,295.5,400.5,13.5
1.4252192813739224,3.0,75,,12,299.5,267.0,28.0
2.5310570914145734,4.0,16,,12,358.5,224.0,8.5
,5.0,79,,12,386.0,128.0,13.0
0.9519716382329886,6.0,43,,12,433.5,249.0,3.0
2.1286732957408003,7.0,76,,12,448.0,356.0,8.5
,8.0,80,,12,454.0,192.5,10.0
2.6516504294495533,9.0,24,,12,471.0,237.0,3.0
2.2150056433336687,10.0,27,,12,484.5,350.0,7.5
6.930458137814556,11.0,70,,12,506.5,242.5,1.0
,12.0,81,,12,513.5,4.0,26.5
2.2980970388562794,13.0,30,,12,517.5,299.5,4.5
1.7897276329095442,0.0,63,,13,198.0,247.5,16.0
3.528898553373276,1.0,78,,13,272.5,410.5,12.5
0.9100137361600648,2.0,11,,13,300.0,399.0,13.0
1.8582585934148133,3.0,16,,13,364.5,221.0,8.5
2.9712160810011783,4.0,79,,13,387.5,124.5,13.0
,5.0,82,,13,433.0,117.5,12.0
2.2534695471649933,6.0,43,,13,438.5,244.5,3.5
4.339138739427446,7.0,76,,13,455.5,356.5,8.0
7.259691797865802,8.0,24,,13,482.5,235.0,3.5
2.9712160810011783,9.0,27,,13,491.5,346.5,7.0
,10.0,83,,13,502.0,3.0,26.5
0.673145600891813,11.0,30,,13,521.5,296.5,4.5
,12.0,84,,13,540.5,226.5,4.0
,13.0,85,,13,569.0,285.0,3.0
,0.0,86,,14,138.5,219.5,19.0
3.6763602924631855,1.0,63,,14,196.0,246.0,14.0
6.0117073282055244,2.0,78,,14,267.5,406.5,14.0
3.4118360159890453,3.0,11,,14,304.0,397.0,14.5
3.9863046797754937,4.0,16,,14,362.5,220.0,10.0
2.1830311495716224,5.0,79,,14,390.5,120.0,14.5
3.923088706618804,6.0,82,,14,435.5,117.5,15.5
,7.0,87,,14,454.5,240.0,2.5
0.125,8.0,76,,14,456.5,353.0,7.0
,9.0,88,,14,463.0,14.0,26.5
1.875,10.0,27,,14,491.0,344.0,6.5
0.625,11.0,30,,14,522.0,292.5,4.0
2.0348525745124633,12.0,84,,14,543.0,221.5,4.0
7.509369147937795,13.0,85,,14,577.5,281.0,4.5
,0.0,89,,15,114.0,324.0,8.0
5.350233639758174,1.0,86,,15,136.5,218.0,18.5
5.667892024377317,2.0,63,,15,193.5,244.5,13.0
4.808846015417836,3.0,78,,15,264.5,403.0,12.5
2.3717082451262845,4.0,16,,15,363.0,212.0,11.5
,5.0,90,,15,431.0,26.0,26.5
,6.0,91,,15,457.5,156.0,4.0
3.758324094593227,7.0,76,,15,457.5,351.0,6.0
,8.0,92,,15,478.0,229.0,4.0
,9.0,93,,15,492.5,399.5,15.0
3.824264635194589,10.0,27,,15,496.0,339.0,6.5
,11.0,94,,15,511.5,149.5,1.5
0.3535533905932738,12.0,30,,15,523.0,287.0,3.5
,13.0,95,,15,538.0,332.5,27.5
0.3535533905932738,14.0,84,,15,544.5,215.5,3.5
,15.0,96,,15,565.5,367.5,16.0
1.9039432764659772,16.0,85,,15,579.5,273.5,4.0
,17.0,97,,15,667.0,323.5,16.0
,0.0,98,,16,67.5,339.5,6.5
2.2980970388562794,1.0,89,,16,111.5,325.0,8.0
4.86376911458593,2.0,86,,16,134.0,222.5,16.5
3.4323825544364954,3.0,63,,16,192.5,248.0,17.0
,4.0,99,,16,243.5,201.0,8.0
1.5103807466993215,5.0,78,,16,263.5,404.5,12.5
,6.0,100,,16,304.5,401.5,12.0
,7.0,101,,16,358.0,350.5,14.0
0.39528470752104744,8.0,16,,16,363.0,212.0,9.0
,9.0,102,,16,396.0,40.5,27.0
,10.0,103,,16,451.0,280.0,2.0
1.6677080080157918,11.0,91,,16,457.5,154.5,5.5
3.539950564626574,12.0,92,,16,480.0,226.5,3.5
12.895008724308797,13.0,27,,16,483.0,336.5,16.0
0.39528470752104744,14.0,93,,16,492.0,400.0,17.0
5.736396952791883,15.0,94,,16,510.0,144.0,4.5
4.759858191164943,16.0,30,,16,525.0,283.0,2.5
3.877015604817706,17.0,95,,16,534.0,334.0,25.0
4.952903189039738,18.0,84,,16,547.5,212.0,4.0
3.3024612034057266,19.0,96,,16,563.5,370.5,15.5
2.378287198805056,20.0,97,,16,669.0,323.5,14.5
1.7365554986812255,0.0,98,,17,69.5,347.0,8.0
1.940521837032503,1.0,89,,17,112.5,333.5,9.5
4.862162584694181,2.0,63,,17,189.5,258.0,15.0
2.5031230493125984,3.0,99,,17,241.5,207.5,8.5
2.2114757516192665,4.0,78,,17,262.5,409.5,12.5
1.4630874888399532,5.0,100,,17,305.5,409.5,10.0
,6.0,104,,17,320.0,253.0,27.0
,7.0,105,,17,355.0,251.0,26.5
0.375,8.0,101,,17,358.5,357.5,13.5
,9.0,106,,17,359.5,62.5,27.0
1.9080421903092184,10.0,16,,17,362.5,217.0,7.5
,11.0,107,,17,409.5,246.5,4.0
4.331930862790864,12.0,103,,17,454.5,283.5,1.5
2.348536778506992,13.0,91,,17,459.0,159.0,6.0
3.164747225293041,14.0,92,,17,481.0,230.0,3.0
0.8003905296791061,15.0,27,,17,484.0,342.5,15.5
,16.0,108,,17,485.0,306.0,2.5
5.100551440775791,17.0,93,,17,491.0,411.5,13.5
1.505199322349037,18.0,94,,17,509.5,149.5,5.0
2.401171589037318,19.0,95,,17,533.0,342.5,27.0
5.038911092686593,20.0,84,,17,550.0,214.0,4.0
9.88765012528255,21.0,96,,17,563.5,387.0,15.5
,22.0,109,,17,568.0,364.5,20.5
3.6552853665768987,0.0,98,,18,71.5,348.0,7.5
7.5461542817811935,1.0,89,,18,106.5,337.0,6.5
6.996030620605101,2.0,100,,18,303.5,401.0,9.0
1.0540925533894627,3.0,92,,18,481.5,228.0,2.5
1.9436506316151163,4.0,27,,18,482.5,342.5,16.5
1.3333333333333428,5.0,84,,18,549.5,211.0,4.0
4.333333333333314,6.0,96,,18,563.0,381.0,17.5
13.612953390061982,0.0,98,,19,63.0,356.0,3.5
11.194306588619055,1.0,89,,19,102.0,325.5,5.0
,2.0,101,,19,106.0,350.5,4.0
,3.0,102,,19,274.0,92.5,27.0
,4.0,103,,19,303.0,446.5,18.0
,5.0,104,,19,323.0,146.5,15.0
,6.0,105,,19,338.5,264.5,4.5
,7.0,106,,19,363.0,220.5,12.0
,8.0,107,,19,412.0,242.0,4.5
,9.0,108,,19,454.0,277.5,3.5
,10.0,109,,19,462.0,153.5,26.5
0.75,11.0,92,,19,482.5,225.5,4.0
,12.0,110,,19,485.5,301.0,2.5
5.836308764964376,13.0,27,,19,487.5,345.0,13.5
0.75,14.0,84,,19,550.5,210.0,3.5
,15.0,111,,19,565.0,400.0,15.0
,16.0,112,,19,574.0,359.0,19.5
,17.0,113,,19,579.0,300.5,7.0
,18.0,114,,19,616.0,294.0,12.0
,0.0,115,,20,16.5,3.0,27.0
,1.0,116,,20,229.0,115.0,28.0
,2.0,117,,20,279.0,159.0,15.0
,3.0,118,,20,279.5,398.0,14.0
2.1470910553583686,4.0,103,,20,304.5,451.5,16.0
6.2177166226839145,5.0,104,,20,323.5,158.0,14.5
0.781024967590683,6.0,105,,20,342.5,271.0,4.0
1.3999999999999773,7.0,106,,20,365.0,226.5,13.0
0.781024967590683,8.0,107,,20,416.0,247.5,4.5
2.0024984394500795,9.0,108,,20,457.5,281.5,4.5
1.5524174696259965,10.0,92,,20,485.5,230.0,3.0
2.0880613017821164,11.0,110,,20,489.5,309.0,3.5
11.59353267990393,12.0,27,,20,500.5,344.5,22.0
,13.0,119,,20,524.5,410.0,16.0
1.6000000000000227,14.0,84,,20,555.5,216.0,3.0
3.4655446902326754,15.0,112,,20,575.0,367.5,19.0
2.1470910553583686,16.0,113,,20,580.5,305.5,11.5
1.6155494421403598,17.0,114,,20,620.0,301.5,14.0
,18.0,120,,20,648.0,132.5,16.5
14.028740341012643,0.0,115,,21,5.0,6.5,24.0
,1.0,121,,21,135.0,297.0,15.0
,2.0,122,,21,189.5,129.0,26.0
,3.0,123,,21,260.5,262.5,12.5
2.5440562537456306,4.0,118,,21,284.0,400.5,13.5
,5.0,124,,21,289.0,318.0,28.0
4.696334267868457,6.0,104,,21,328.0,155.0,16.0
1.1785113019776006,7.0,105,,21,345.0,271.0,3.5
,8.0,125,,21,346.5,446.0,10.0
,9.0,126,,21,347.5,410.5,17.0
,10.0,127,,21,365.5,36.5,27.0
3.7601713908928125,11.0,106,,21,366.5,224.0,15.5
,12.0,128,,21,400.0,367.0,12.5
,13.0,129,,21,405.0,206.5,15.0
,14.0,130,,21,410.5,314.5,10.5
0.23570226039552256,15.0,107,,21,418.5,248.5,5.0
5.934831271588312,16.0,108,,21,464.5,279.0,4.0
,17.0,131,,21,466.0,143.5,18.0
,18.0,132,,21,476.0,353.0,27.5
4.139914116124767,19.0,110,,21,494.5,307.0,3.5
,20.0,133,,21,505.5,262.5,2.5
,21.0,134,,21,517.5,187.5,8.5
3.8042374035044664,22.0,119,,21,523.5,413.0,14.5
,23.0,135,,21,548.5,258.0,4.0
13.0149486702364,24.0,112,,21,579.5,381.5,18.5
1.3743685418725444,25.0,113,,21,582.5,308.0,13.0
,26.0,136,,21,587.5,140.0,16.0
,27.0,137,,21,591.0,243.0,4.5
,28.0,138,,21,639.5,373.0,18.0
4.972144630058749,29.0,120,,21,653.5,137.5,15.0
,30.0,139,,21,673.5,274.5,11.5
,31.0,140,,21,701.5,307.0,16.0
0.7071067811865395,0.0,118,,22,283.0,406.0,17.0
,1.0,141,,22,303.5,465.5,14.5
1.140175425099113,2.0,105,,22,344.0,275.5,3.0
3.640054944640234,3.0,125,,22,344.0,448.5,4.0
5.239274758971902,4.0,106,,22,371.0,231.5,12.5
0.6324555320336939,5.0,128,,22,399.5,373.0,15.0
2.7018512172212477,6.0,129,,22,402.0,212.0,16.5
1.4317821063276432,7.0,107,,22,419.5,254.5,3.0
2.0248456731316335,8.0,108,,22,463.5,282.5,4.0
,9.0,142,,22,489.5,351.5,28.5
,10.0,143,,22,489.5,383.0,27.5
0.4999999999999887,11.0,110,,22,494.5,312.0,4.0
9.167878707749127,12.0,119,,22,529.0,425.5,16.0
5.375872022286196,13.0,113,,22,587.5,312.5,10.0
3.3241540277188877,14.0,137,,22,594.0,248.0,4.0
,15.0,144,,22,618.5,309.5,10.0
4.669047011971515,16.0,138,,22,640.0,383.0,14.5
,0.0,145,,23,101.0,147.0,27.0
,1.0,146,,23,199.0,367.5,4.0
0.3535533905932738,2.0,118,,23,287.0,412.0,15.5
5.062114182829147,3.0,141,,23,304.5,476.0,13.5
,4.0,147,,23,377.5,254.0,12.0
1.0606601717798212,5.0,128,,23,404.0,380.0,16.5
3.3354160160315836,6.0,107,,23,424.0,257.5,3.5
2.57390753524675,7.0,108,,23,466.0,286.5,4.0
,8.0,148,,23,493.0,408.5,27.5
10.612492638395562,9.0,142,,23,496.0,368.0,28.0
1.4577379737113252,10.0,110,,23,497.5,317.0,4.0
,11.0,149,,23,509.0,269.5,3.0
,12.0,150,,23,526.0,197.0,7.5
,13.0,151,,23,526.5,306.0,26.5
5.062114182829147,14.0,119,,23,530.0,436.0,18.0
0.7905694150420949,15.0,113,,23,591.0,319.5,11.0
2.1505813167606567,16.0,137,,23,599.0,252.5,5.5
,17.0,152,,23,605.0,166.5,23.5
3.48209706929603,18.0,144,,23,625.5,314.5,9.5
,19.0,153,,23,712.0,330.0,16.5
,0.0,154,,24,53.5,141.0,26.5
4.772607021092108,1.0,146,,24,180.5,359.0,5.0
1.2692955176440022,2.0,118,,24,272.0,403.0,15.5
1.5365907428821437,3.0,141,,24,291.0,468.0,14.0
,4.0,155,,24,351.0,312.0,3.0
,5.0,156,,24,394.5,250.0,3.0
1.0137937550497065,6.0,108,,24,452.0,276.0,3.5
,7.0,157,,24,468.5,160.0,22.0
14.515317579868679,8.0,142,,24,474.0,346.5,29.0
8.00173592277187,9.0,148,,24,479.0,407.0,26.5
0.6666666666666856,10.0,110,,24,483.0,307.5,4.0
2.8333333333333144,11.0,149,,24,498.0,260.0,3.5
5.174724898753351,12.0,151,,24,514.0,301.5,27.0
4.362084109434171,13.0,150,,24,516.5,187.0,7.5
3.4801021696368863,14.0,119,,24,519.5,427.5,15.0
2.3333333333333712,15.0,137,,24,587.5,243.0,6.0
1.201850425154642,16.0,144,,24,611.0,304.0,8.5
,17.0,158,,24,669.5,278.5,4.5
3.8005847503304833,18.0,153,,24,700.5,323.5,15.5
,0.0,159,,25,7.0,154.5,27.0
,1.0,160,,25,106.0,319.0,18.0
3.7161808352124144,2.0,146,,25,185.0,368.5,4.5
,3.0,161,,25,252.0,272.0,10.0
,4.0,162,,25,271.5,341.5,3.5
3.436568055487894,5.0,141,,25,295.5,478.5,17.0
,6.0,163,,25,313.0,326.0,3.0
5.640035460881416,7.0,155,,25,355.5,318.5,4.0
,8.0,164,,25,368.5,489.0,15.5
,9.0,165,,25,371.5,351.0,2.0
,10.0,166,,25,382.0,265.5,6.0
10.06031808642252,11.0,108,,25,461.0,277.0,1.5
3.4438350715445334,12.0,157,,25,479.5,169.5,25.0
,13.0,167,,25,486.5,373.0,25.0
0.781024967590683,14.0,110,,25,491.5,318.0,3.5
,15.0,168,,25,499.5,442.5,15.0
1.486606874731829,16.0,149,,25,504.5,270.5,3.5
1.486606874731829,17.0,150,,25,523.0,197.5,7.0
,18.0,169,,25,538.5,426.5,15.0
2.1000000000000227,19.0,137,,25,597.5,254.0,5.0
1.6763054614240427,20.0,144,,25,620.5,315.5,9.0
1.1661903789690717,21.0,158,,25,678.0,290.5,4.0
3.661966684720124,22.0,153,,25,710.5,337.5,16.5
8.14900300650331,0.0,146,,26,190.5,363.0,3.5
1.976423537605237,1.0,161,,26,258.5,273.5,16.5
4.126893504804794,2.0,162,,26,280.0,339.5,3.0
2.1286732957408003,3.0,163,,26,320.0,326.5,3.5
,4.0,170,,26,321.5,400.5,14.5
4.8250647664046955,5.0,155,,26,362.5,316.0,3.0
9.0294656541791,6.0,164,,26,373.5,499.5,16.0
4.348131782731522,7.0,165,,26,378.5,349.0,3.5
7.883923515610739,8.0,166,,26,387.0,260.5,10.5
,9.0,171,,26,411.0,454.0,26.5
,10.0,172,,26,443.0,187.0,24.5
,11.0,173,,26,449.0,225.0,15.5
3.9250796170268956,12.0,108,,26,472.5,281.5,3.0
8.300978857941995,13.0,157,,26,490.5,179.5,24.0
3.1868871959954905,14.0,168,,26,505.0,446.0,15.0
2.2980970388562794,15.0,149,,26,515.0,273.5,4.5
,16.0,174,,26,519.0,347.5,14.5
3.5750874115187727,17.0,150,,26,533.5,202.5,10.5
,18.0,175,,26,542.5,292.0,27.0
12.099845040330061,19.0,169,,26,551.0,440.0,16.0
,20.0,176,,26,596.0,404.0,15.0
,21.0,177,,26,597.0,324.0,5.5
,22.0,178,,26,625.5,333.5,26.0
,23.0,179,,26,626.5,282.5,26.0
1.776583800443987,24.0,158,,26,687.5,294.0,9.0
3.0413812651491097,0.0,161,,27,258.5,262.5,17.0
,1.0,180,,27,279.0,188.0,17.0
4.716990566028302,2.0,163,,27,318.0,314.5,4.5
,3.0,181,,27,334.5,437.0,11.0
,4.0,182,,27,352.5,251.5,27.5
4.031128874149275,5.0,155,,27,363.5,304.0,3.0
2.8284271247461903,6.0,164,,27,372.0,493.5,16.0
2.5,7.0,165,,27,377.0,339.5,4.0
3.3541019662496847,8.0,166,,27,390.5,251.0,8.0
3.905124837953327,9.0,172,,27,440.5,176.5,16.5
4.123105625617661,10.0,173,,27,450.5,213.0,14.0
,11.0,183,,27,460.0,390.0,16.0
,12.0,184,,27,469.0,296.5,7.0
0.0,13.0,168,,27,505.5,438.0,15.0
3.5355339059327378,14.0,149,,27,513.0,263.0,5.0
5.5901699437494745,15.0,174,,27,522.0,344.5,14.5
8.860022573334675,16.0,175,,27,540.5,292.5,27.0
9.013878188659973,17.0,169,,27,551.0,423.0,18.5
,18.0,185,,27,555.0,235.5,14.0
,19.0,186,,27,560.5,318.5,3.0
6.519202405202649,20.0,176,,27,600.0,401.5,13.0
3.0413812651491097,21.0,177,,27,600.5,316.5,7.5
6.103277807866851,22.0,179,,27,630.5,279.5,25.0
,23.0,187,,27,662.5,322.0,17.5
2.23606797749979,24.0,158,,27,690.0,287.0,8.5
,0.0,188,,28,253.0,372.0,4.5
3.7458310159429242,1.0,180,,28,274.0,196.0,14.0
6.4055639876594785,2.0,181,,28,320.0,441.5,9.5
11.326131290074294,3.0,182,,28,352.5,265.5,27.5
13.001201867519788,4.0,164,,28,356.5,489.0,16.5
,5.0,189,,28,361.0,514.5,15.5
,6.0,190,,28,381.5,209.0,17.0
1.2374368670764582,7.0,172,,28,433.0,182.0,12.0
6.719840027857806,8.0,173,,28,447.0,224.0,13.0
1.741048534648015,9.0,183,,28,450.0,397.0,15.0
,10.0,191,,28,453.5,477.5,13.5
7.460311655688387,11.0,184,,28,468.0,304.0,9.5
2.675116819879087,12.0,168,,28,495.0,446.0,16.5
3.7291084725440746,13.0,174,,28,510.0,350.0,15.0
,14.0,192,,28,518.0,383.0,14.5
0.8838834764831844,15.0,175,,28,531.5,299.5,27.0
,16.0,193,,28,534.5,184.5,24.0
4.142010381445223,17.0,169,,28,543.0,433.5,18.0
2.8559149146989657,18.0,186,,28,551.0,327.5,5.0
,19.0,194,,28,556.0,263.5,6.0
7.772145778354907,20.0,176,,28,588.0,401.0,9.0
,21.0,195,,28,589.0,273.5,11.5
1.4252192813739224,22.0,177,,28,593.5,322.5,8.0
,23.0,196,,28,605.0,188.0,13.5
,24.0,197,,28,608.0,431.5,16.5
,25.0,198,,28,652.0,245.5,5.5
,26.0,199,,28,652.0,308.0,8.5
,27.0,200,,28,679.5,321.0,18.0
6.3860198872224005,28.0,158,,28,688.0,293.0,7.0
,29.0,201,,28,714.0,351.5,15.0
7.163274390947201,0.0,188,,29,248.5,369.5,5.0
7.075485849042453,1.0,181,,29,313.0,441.5,8.0
6.823672031978091,2.0,182,,29,357.5,272.5,27.5
,3.0,202,,29,374.5,230.0,15.0
12.198872898755852,4.0,172,,29,440.5,194.5,20.5
4.0697051490249265,5.0,183,,29,445.0,401.5,16.5
5.55090082779363,6.0,191,,29,447.0,482.0,15.5
2.25,7.0,184,,29,467.0,305.5,8.0
3.7165171868296265,8.0,168,,29,490.5,451.0,14.5
1.0307764064044151,9.0,192,,29,516.0,386.5,13.0
13.25943060617612,10.0,175,,29,530.0,290.0,10.0
6.269968101992227,11.0,193,,29,536.0,194.0,24.5
4.5069390943299865,12.0,169,,29,539.5,441.0,17.0
4.366062299143245,13.0,186,,29,549.0,335.5,5.5
4.670385423067351,14.0,194,,29,559.5,266.0,5.5
4.0697051490249265,15.0,176,,29,584.0,407.5,11.5
4.451123453691214,16.0,195,,29,591.5,280.0,13.0
1.0307764064044151,17.0,177,,29,593.5,326.5,8.5
10.514870422406545,18.0,196,,29,599.0,182.5,18.0
5.297405025104273,19.0,197,,29,602.0,437.0,17.5
,20.0,203,,29,621.5,207.5,14.0
,21.0,204,,29,649.5,351.5,28.0
9.410765112359355,22.0,199,,29,660.0,314.5,7.5
9.503288904374106,23.0,198,,29,660.5,249.5,7.0
11.22775578644281,24.0,200,,29,689.5,327.0,16.0
6.427480066091221,25.0,201,,29,711.5,361.5,17.5
5.408326913195984,0.0,188,,30,244.5,362.0,5.0
5.0,1.0,181,,30,310.5,433.0,7.5
1.8027756377319946,2.0,182,,30,359.0,269.5,27.5
,3.0,205,,30,380.0,329.5,28.0
,4.0,206,,30,384.0,189.0,14.0
1.4142135623730951,5.0,191,,30,446.5,476.5,17.0
1.118033988749895,6.0,184,,30,468.5,300.5,9.0
3.905124837953327,7.0,168,,30,488.0,449.0,12.0
1.0,8.0,192,,30,515.5,382.0,12.0
4.6097722286464435,9.0,175,,30,526.0,284.5,9.0
4.6097722286464435,10.0,193,,30,539.5,193.0,23.0
3.640054944640259,11.0,169,,30,541.0,440.0,16.0
6.800735254367722,12.0,186,,30,543.0,329.0,9.5
4.47213595499958,13.0,194,,30,564.0,263.5,6.5
,14.0,207,,30,575.5,193.0,20.0
2.9154759474226504,15.0,177,,30,591.5,323.5,8.5
4.743416490252569,16.0,195,,30,596.5,277.0,12.5
5.024937810560445,17.0,196,,30,599.0,173.0,15.0
,18.0,208,,30,611.5,365.0,6.5
8.5,19.0,203,,30,629.5,207.0,13.5
6.726812023536855,20.0,204,,30,654.5,352.0,23.5
2.0615528128088303,21.0,199,,30,658.5,309.5,9.5
3.0413812651491097,22.0,198,,30,661.5,248.0,7.5
,23.0,209,,30,678.0,189.0,12.5
7.566372975210778,24.0,201,,30,719.5,358.0,16.5
1.5811388300841898,0.0,188,,31,243.0,360.0,3.5
4.031128874149275,1.0,181,,31,307.5,429.0,8.0
9.5524865872714,2.0,182,,31,348.5,270.0,26.5
